FechaExtraccion,CuentaContrato,Categoria
2023-03-17T12:36:57.182Z,001102586188,1
2023-03-17T12:36:57.182Z,001101595954,1
2023-03-17T12:36:57.182Z,001102264811,1
2023-03-17T12:36:57.182Z,001100280075,1
2023-03-17T12:36:57.182Z,001102379881,1
2023-03-17T12:36:57.182Z,001101308064,1
2023-03-17T12:36:57.182Z,001101295525,1
2023-03-17T12:36:57.182Z,001100791308,1
2023-03-17T12:36:57.182Z,001100833052,1
2023-03-17T12:36:57.182Z,001100454382,1
2023-03-17T12:36:57.182Z,001100025767,1
2023-03-17T12:36:57.182Z,001103231110,1
2023-03-17T12:36:57.182Z,001102484682,1
2023-03-17T12:36:57.182Z,001000201667,1
2023-03-17T12:36:57.182Z,001101788731,1
2023-03-17T12:36:57.182Z,001102025161,1
2023-03-17T12:36:57.182Z,001000194995,1
2023-03-17T12:36:57.182Z,001101837396,1
2023-03-17T12:36:57.182Z,001100079308,1
2023-03-17T12:36:57.182Z,001100222061,1
2023-03-17T12:36:57.182Z,001102457377,1
2023-03-17T12:36:57.182Z,001101857092,1
2023-03-17T12:36:57.182Z,001101036340,1
2023-03-17T12:36:57.182Z,001101932262,1
2023-03-17T12:36:57.182Z,001100107681,1
2023-03-17T12:36:57.182Z,001102301426,1
2023-03-17T12:36:57.182Z,001102139631,1
2023-03-17T12:36:57.182Z,001101409397,1
2023-03-17T12:36:57.182Z,001102951562,1
2023-03-17T12:36:57.182Z,001101433107,1
2023-03-17T12:36:57.182Z,001102157654,1
2023-03-17T12:36:57.182Z,001102880381,1
2023-03-17T12:36:57.182Z,001102931668,1
2023-03-17T12:36:57.182Z,001100636802,1
2023-03-17T12:36:57.182Z,001103126307,1
2023-03-17T12:36:57.182Z,001101963815,1
2023-03-17T12:36:57.182Z,001100036431,1
2023-03-17T12:36:57.182Z,001101952760,1
2023-03-17T12:36:57.182Z,001101472140,1
2023-03-17T12:36:57.182Z,001100686609,1
2023-03-17T12:36:57.182Z,001100078732,1
2023-03-17T12:36:57.182Z,001100074589,1
2023-03-17T12:36:57.182Z,001103077219,2
2023-03-17T12:36:57.182Z,001101723926,1
2023-03-17T12:36:57.182Z,001101480561,1
2023-03-17T12:36:57.182Z,001101791493,1
2023-03-17T12:36:57.182Z,001102545570,1
2023-03-17T12:36:57.182Z,001102056532,1
2023-03-17T12:36:57.182Z,001102321920,1
2023-03-17T12:36:57.182Z,001101026366,1
2023-03-17T12:36:57.182Z,001100010553,1
2023-03-17T12:36:57.182Z,001102686300,1
2023-03-17T12:36:57.182Z,001103154824,1
2023-03-17T12:36:57.182Z,001101514487,1
2023-03-17T12:36:57.182Z,001103348879,1
2023-03-17T12:36:57.182Z,001101012878,1
2023-03-17T12:36:57.182Z,001101810295,1
2023-03-17T12:36:57.182Z,001103044886,2
2023-03-17T12:36:57.182Z,001100817290,1
2023-03-17T12:36:57.182Z,001100152988,1
2023-03-17T12:36:57.182Z,001103233007,1
2023-03-17T12:36:57.182Z,001102692074,1
2023-03-17T12:36:57.182Z,001102645586,1
2023-03-17T12:36:57.182Z,001101574546,1
2023-03-17T12:36:57.182Z,001103411034,1
2023-03-17T12:36:57.182Z,001101709970,1
2023-03-17T12:36:57.182Z,001000236873,3
2023-03-17T12:36:57.182Z,001100657493,1
2023-03-17T12:36:57.182Z,001100562858,1
2023-03-17T12:36:57.182Z,001100280228,1
2023-03-17T12:36:57.182Z,001103139220,1
2023-03-17T12:36:57.182Z,001102231344,1
2023-03-17T12:36:57.182Z,001101133121,2
2023-03-17T12:36:57.182Z,001100178224,1
2023-03-17T12:36:57.182Z,001103411239,2
2023-03-17T12:36:57.182Z,001000174226,1
2023-03-17T12:36:57.182Z,001103194842,1
2023-03-17T12:36:57.182Z,001100152486,1
2023-03-17T12:36:57.182Z,001101779655,1
2023-03-17T12:36:57.182Z,001100067809,1
2023-03-17T12:36:57.182Z,001000023962,1
2023-03-17T12:36:57.182Z,001103399608,0
2023-03-17T12:36:57.182Z,001102030398,3
2023-03-17T12:36:57.182Z,001101570548,1
2023-03-17T12:36:57.182Z,001102194876,1
2023-03-17T12:36:57.182Z,001100112377,1
2023-03-17T12:36:57.182Z,001103400350,1
2023-03-17T12:36:57.182Z,001101949884,2
2023-03-17T12:36:57.182Z,001102806299,1
2023-03-17T12:36:57.182Z,001103410111,1
2023-03-17T12:36:57.182Z,001101592499,2
2023-03-17T12:36:57.182Z,001102080193,1
2023-03-17T12:36:57.182Z,001103379301,1
2023-03-17T12:36:57.182Z,001101455402,1
2023-03-17T12:36:57.182Z,001102626132,1
2023-03-17T12:36:57.182Z,001102362055,1
2023-03-17T12:36:57.182Z,001103230222,1
2023-03-17T12:36:57.182Z,001100026770,1
2023-03-17T12:36:57.182Z,001100080490,1
2023-03-17T12:36:57.182Z,001100005420,1
2023-03-17T12:36:57.182Z,001101054156,1
2023-03-17T12:36:57.182Z,001101111990,1
2023-03-17T12:36:57.182Z,001103251900,1
2023-03-17T12:36:57.182Z,001100806399,2
2023-03-17T12:36:57.182Z,001100112876,1
2023-03-17T12:36:57.182Z,001000056461,1
2023-03-17T12:36:57.182Z,001100753791,2
2023-03-17T12:36:57.182Z,001103250824,1
2023-03-17T12:36:57.182Z,001101485309,1
2023-03-17T12:36:57.182Z,001101102111,1
2023-03-17T12:36:57.182Z,001100122443,1
2023-03-17T12:36:57.182Z,001101940650,1
2023-03-17T12:36:57.182Z,001101795598,1
2023-03-17T12:36:57.182Z,001102030892,1
2023-03-17T12:36:57.182Z,001101034950,2
2023-03-17T12:36:57.182Z,001100206843,1
2023-03-17T12:36:57.182Z,001103042630,1
2023-03-17T12:36:57.182Z,001100173529,1
2023-03-17T12:36:57.182Z,001000160377,1
2023-03-17T12:36:57.182Z,001101083427,1
2023-03-17T12:36:57.182Z,001100420072,1
2023-03-17T12:36:57.182Z,001100812291,1
2023-03-17T12:36:57.182Z,001100941796,1
2023-03-17T12:36:57.182Z,001103288058,1
2023-03-17T12:36:57.182Z,001100671450,1
2023-03-17T12:36:57.182Z,001100206789,1
2023-03-17T12:36:57.182Z,001000102703,1
2023-03-17T12:36:57.182Z,001103366432,1
2023-03-17T12:36:57.182Z,001102847645,1
2023-03-17T12:36:57.182Z,001000052822,1
2023-03-17T12:36:57.182Z,001100505863,1
2023-03-17T12:36:57.182Z,001100991098,1
2023-03-17T12:36:57.182Z,001102812995,1
2023-03-17T12:36:57.182Z,001000170825,1
2023-03-17T12:36:57.182Z,001100569149,1
2023-03-17T12:36:57.182Z,001101485632,1
2023-03-17T12:36:57.182Z,001101363470,1
2023-03-17T12:36:57.182Z,001100148610,1
2023-03-17T12:36:57.182Z,001101447912,3
2023-03-17T12:36:57.182Z,001103140096,1
2023-03-17T12:36:57.182Z,001101565429,1
2023-03-17T12:36:57.182Z,001102400773,1
2023-03-17T12:36:57.182Z,001101665441,1
2023-03-17T12:36:57.182Z,001100026807,1
2023-03-17T12:36:57.182Z,001100515087,1
2023-03-17T12:36:57.182Z,001102653109,1
2023-03-17T12:36:57.182Z,001000086952,1
2023-03-17T12:36:57.182Z,001102375799,1
2023-03-17T12:36:57.182Z,001100609443,1
2023-03-17T12:36:57.182Z,001101072131,1
2023-03-17T12:36:57.182Z,001101626522,1
2023-03-17T12:36:57.182Z,001102245804,1
2023-03-17T12:36:57.182Z,001101200034,1
2023-03-17T12:36:57.182Z,001102471534,1
2023-03-17T12:36:57.182Z,001100823512,1
2023-03-17T12:36:57.182Z,001100024154,1
2023-03-17T12:36:57.182Z,001102609643,1
2023-03-17T12:36:57.182Z,001102167171,1
2023-03-17T12:36:57.182Z,001102295101,1
2023-03-17T12:36:57.182Z,001102008283,1
2023-03-17T12:36:57.182Z,001101860553,1
2023-03-17T12:36:57.182Z,001101368429,1
2023-03-17T12:36:57.182Z,001101810053,1
2023-03-17T12:36:57.182Z,001102833439,2
2023-03-17T12:36:57.182Z,001102368319,1
2023-03-17T12:36:57.182Z,001102823019,1
2023-03-17T12:36:57.182Z,001102480599,1
2023-03-17T12:36:57.182Z,001100833236,1
2023-03-17T12:36:57.182Z,001101378171,1
2023-03-17T12:36:57.182Z,001100620884,1
2023-03-17T12:36:57.182Z,001101368921,1
2023-03-17T12:36:57.182Z,001101236246,1
2023-03-17T12:36:57.182Z,001000235510,2
2023-03-17T12:36:57.182Z,001102116046,1
2023-03-17T12:36:57.182Z,001101199352,1
2023-03-17T12:36:57.182Z,001100103184,1
2023-03-17T12:36:57.182Z,001000083275,1
2023-03-17T12:36:57.182Z,001101149257,1
2023-03-17T12:36:57.182Z,001101886170,1
2023-03-17T12:36:57.182Z,001102362610,1
2023-03-17T12:36:57.182Z,001102597218,1
2023-03-17T12:36:57.182Z,001100588716,1
2023-03-17T12:36:57.182Z,001100392401,1
2023-03-17T12:36:57.182Z,001102577519,1
2023-03-17T12:36:57.182Z,001102736396,1
2023-03-17T12:36:57.182Z,001102601910,1
2023-03-17T12:36:57.182Z,001101236683,1
2023-03-17T12:36:57.182Z,001103169179,1
2023-03-17T12:36:57.182Z,001101941536,1
2023-03-17T12:36:57.182Z,001000003011,1
2023-03-17T12:36:57.182Z,001102756298,1
2023-03-17T12:36:57.182Z,001101254252,1
2023-03-17T12:36:57.182Z,001100389618,1
2023-03-17T12:36:57.182Z,001100914863,1
2023-03-17T12:36:57.182Z,001101334629,1
2023-03-17T12:36:57.182Z,001101967091,1
2023-03-17T12:36:57.182Z,001103407437,1
2023-03-17T12:36:57.182Z,001100053391,1
2023-03-17T12:36:57.182Z,001100248653,1
2023-03-17T12:36:57.182Z,001103013466,1
2023-03-17T12:36:57.182Z,001101187327,1
2023-03-17T12:36:57.182Z,001101873629,1
2023-03-17T12:36:57.182Z,001102768365,1
2023-03-17T12:36:57.182Z,001103364441,1
2023-03-17T12:36:57.182Z,001103345985,0
2023-03-17T12:36:57.182Z,001100032223,1
2023-03-17T12:36:57.182Z,001103395073,3
2023-03-17T12:36:57.182Z,001100855488,1
2023-03-17T12:36:57.182Z,991100022651,1
2023-03-17T12:36:57.182Z,001102855689,1
2023-03-17T12:36:57.182Z,001101626117,1
2023-03-17T12:36:57.182Z,001100569921,1
2023-03-17T12:36:57.182Z,001102158194,1
2023-03-17T12:36:57.182Z,001102595443,1
2023-03-17T12:36:57.182Z,001100227268,1
2023-03-17T12:36:57.182Z,001100082824,1
2023-03-17T12:36:57.182Z,001101995183,1
2023-03-17T12:36:57.182Z,001102083691,1
2023-03-17T12:36:57.182Z,001100774556,1
2023-03-17T12:36:57.182Z,001100304017,1
2023-03-17T12:36:57.182Z,001100595043,1
2023-03-17T12:36:57.182Z,001102210093,1
2023-03-17T12:36:57.182Z,001103043706,1
2023-03-17T12:36:57.182Z,001100417872,1
2023-03-17T12:36:57.182Z,001100774913,1
2023-03-17T12:36:57.182Z,001101877413,1
2023-03-17T12:36:57.182Z,001102244850,1
2023-03-17T12:36:57.182Z,001000239828,1
2023-03-17T12:36:57.182Z,001101039980,1
2023-03-17T12:36:57.182Z,001101195066,2
2023-03-17T12:36:57.182Z,001102982680,1
2023-03-17T12:36:57.182Z,001100466170,1
2023-03-17T12:36:57.182Z,001000196541,1
2023-03-17T12:36:57.182Z,001101767289,1
2023-03-17T12:36:57.182Z,001102706317,1
2023-03-17T12:36:57.182Z,991100041858,1
2023-03-17T12:36:57.182Z,001101673378,1
2023-03-17T12:36:57.182Z,001101728332,1
2023-03-17T12:36:57.182Z,001100139511,1
2023-03-17T12:36:57.182Z,001100159213,1
2023-03-17T12:36:57.182Z,001103041824,1
2023-03-17T12:36:57.182Z,001102820172,1
2023-03-17T12:36:57.182Z,001100168563,1
2023-03-17T12:36:57.182Z,001101059688,1
2023-03-17T12:36:57.182Z,001100542342,2
2023-03-17T12:36:57.182Z,001100982480,1
2023-03-17T12:36:57.182Z,001100416875,1
2023-03-17T12:36:57.182Z,001101501034,1
2023-03-17T12:36:57.182Z,001100686155,1
2023-03-17T12:36:57.182Z,001102875859,1
2023-03-17T12:36:57.182Z,001100802871,1
2023-03-17T12:36:57.182Z,001100845252,1
2023-03-17T12:36:57.182Z,001100350550,2
2023-03-17T12:36:57.182Z,001103024964,1
2023-03-17T12:36:57.182Z,001101983712,1
2023-03-17T12:36:57.182Z,001101933613,1
2023-03-17T12:36:57.182Z,001101675796,1
2023-03-17T12:36:57.182Z,001100523405,1
2023-03-17T12:36:57.182Z,001102380150,1
2023-03-17T12:36:57.182Z,001102996112,1
2023-03-17T12:36:57.182Z,001100063617,1
2023-03-17T12:36:57.182Z,001100782101,1
2023-03-17T12:36:57.182Z,001103359095,1
2023-03-17T12:36:57.182Z,001101190582,1
2023-03-17T12:36:57.182Z,001102976918,1
2023-03-17T12:36:57.182Z,001101169872,1
2023-03-17T12:36:57.182Z,001100869346,1
2023-03-17T12:36:57.182Z,001101788079,1
2023-03-17T12:36:57.182Z,001103302800,1
2023-03-17T12:36:57.182Z,001102523605,1
2023-03-17T12:36:57.182Z,001101907222,1
2023-03-17T12:36:57.182Z,001102146750,1
2023-03-17T12:36:57.182Z,001100206757,1
2023-03-17T12:36:57.182Z,001101696430,1
2023-03-17T12:36:57.182Z,001102293653,1
2023-03-17T12:36:57.182Z,001101097178,1
2023-03-17T12:36:57.182Z,001101677023,1
2023-03-17T12:36:57.182Z,001103046472,1
2023-03-17T12:36:57.182Z,001101708309,1
2023-03-17T12:36:57.182Z,001100741440,1
2023-03-17T12:36:57.182Z,001101860830,1
2023-03-17T12:36:57.182Z,001102293296,1
2023-03-17T12:36:57.182Z,001101410576,2
2023-03-17T12:36:57.182Z,001100266322,1
2023-03-17T12:36:57.182Z,001102924100,1
2023-03-17T12:36:57.182Z,001100402128,1
2023-03-17T12:36:57.182Z,001102669551,1
2023-03-17T12:36:57.182Z,001100147758,1
2023-03-17T12:36:57.182Z,001103391403,1
2023-03-17T12:36:57.182Z,001102165623,1
2023-03-17T12:36:57.182Z,001100293597,1
2023-03-17T12:36:57.182Z,001103116002,1
2023-03-17T12:36:57.182Z,001100913251,1
2023-03-17T12:36:57.182Z,001100422126,1
2023-03-17T12:36:57.182Z,001102147158,1
2023-03-17T12:36:57.182Z,001102691193,1
2023-03-17T12:36:57.182Z,001100176150,1
2023-03-17T12:36:57.182Z,001101860333,2
2023-03-17T12:36:57.182Z,001100243153,1
2023-03-17T12:36:57.182Z,001102515090,1
2023-03-17T12:36:57.182Z,001101600404,1
2023-03-17T12:36:57.182Z,001100293956,1
2023-03-17T12:36:57.182Z,001100515859,1
2023-03-17T12:36:57.182Z,001100119279,1
2023-03-17T12:36:57.182Z,001103035189,1
2023-03-17T12:36:57.182Z,001101296434,1
2023-03-17T12:36:57.182Z,001000049091,1
2023-03-17T12:36:57.182Z,001100861814,2
2023-03-17T12:36:57.182Z,001100175518,1
2023-03-17T12:36:57.182Z,001102968396,1
2023-03-17T12:36:57.182Z,001103206026,1
2023-03-17T12:36:57.182Z,001101217237,1
2023-03-17T12:36:57.182Z,001101723213,1
2023-03-17T12:36:57.182Z,001100918891,1
2023-03-17T12:36:57.182Z,001101996114,1
2023-03-17T12:36:57.182Z,001101409184,1
2023-03-17T12:36:57.182Z,991100021860,1
2023-03-17T12:36:57.182Z,001101854904,1
2023-03-17T12:36:57.182Z,001101610314,1
2023-03-17T12:36:57.182Z,001102614190,1
2023-03-17T12:36:57.182Z,001102861215,1
2023-03-17T12:36:57.182Z,001101315529,1
2023-03-17T12:36:57.182Z,001103193403,1
2023-03-17T12:36:57.182Z,001100974338,1
2023-03-17T12:36:57.182Z,001103148168,1
2023-03-17T12:36:57.182Z,001102994433,1
2023-03-17T12:36:57.182Z,001101661871,1
2023-03-17T12:36:57.182Z,001101429687,1
2023-03-17T12:36:57.182Z,001103386856,1
2023-03-17T12:36:57.182Z,001101219029,1
2023-03-17T12:36:57.182Z,001102458180,1
2023-03-17T12:36:57.182Z,001101296805,1
2023-03-17T12:36:57.182Z,001100300637,1
2023-03-17T12:36:57.182Z,001101544050,1
2023-03-17T12:36:57.182Z,001100167518,1
2023-03-17T12:36:57.182Z,001100893144,1
2023-03-17T12:36:57.182Z,001100383628,1
2023-03-17T12:36:57.182Z,001102018294,1
2023-03-17T12:36:57.182Z,001101488071,1
2023-03-17T12:36:57.182Z,001102025704,1
2023-03-17T12:36:57.182Z,001000000164,1
2023-03-17T12:36:57.182Z,001000001287,1
2023-03-17T12:36:57.182Z,001100333821,1
2023-03-17T12:36:57.182Z,001100921011,1
2023-03-17T12:36:57.182Z,001101438775,1
2023-03-17T12:36:57.182Z,001101621702,1
2023-03-17T12:36:57.182Z,001100068195,1
2023-03-17T12:36:57.182Z,001101427612,1
2023-03-17T12:36:57.182Z,001102423251,1
2023-03-17T12:36:57.182Z,001100061596,1
2023-03-17T12:36:57.182Z,001102575118,1
2023-03-17T12:36:57.182Z,001101082294,1
2023-03-17T12:36:57.182Z,001101270598,1
2023-03-17T12:36:57.182Z,001101586733,1
2023-03-17T12:36:57.182Z,001102300539,1
2023-03-17T12:36:57.182Z,001102323966,1
2023-03-17T12:36:57.182Z,001101032492,1
2023-03-17T12:36:57.182Z,001101908778,1
2023-03-17T12:36:57.182Z,001101580881,1
2023-03-17T12:36:57.182Z,001102438781,1
2023-03-17T12:36:57.182Z,001101296509,1
2023-03-17T12:36:57.182Z,001102023539,1
2023-03-17T12:36:57.182Z,001102735490,1
2023-03-17T12:36:57.182Z,001100638921,1
2023-03-17T12:36:57.182Z,001101279261,1
2023-03-17T12:36:57.182Z,001103398791,1
2023-03-17T12:36:57.182Z,001101346228,1
2023-03-17T12:36:57.182Z,001102688421,1
2023-03-17T12:36:57.182Z,001101902072,1
2023-03-17T12:36:57.182Z,001101539565,1
2023-03-17T12:36:57.182Z,001100694456,1
2023-03-17T12:36:57.182Z,001000060927,1
2023-03-17T12:36:57.182Z,001101493878,1
2023-03-17T12:36:57.182Z,001102387288,0
2023-03-17T12:36:57.182Z,001101299761,1
2023-03-17T12:36:57.182Z,001100828229,1
2023-03-17T12:36:57.182Z,001101622570,0
2023-03-17T12:36:57.182Z,001101947604,1
2023-03-17T12:36:57.182Z,001102337489,1
2023-03-17T12:36:57.182Z,001100733785,1
2023-03-17T12:36:57.182Z,001102316997,1
2023-03-17T12:36:57.182Z,001101372326,1
2023-03-17T12:36:57.182Z,001102734766,1
2023-03-17T12:36:57.182Z,001100449045,2
2023-03-17T12:36:57.182Z,001103357560,1
2023-03-17T12:36:57.182Z,991100037898,1
2023-03-17T12:36:57.182Z,001102479345,1
2023-03-17T12:36:57.182Z,001100371658,1
2023-03-17T12:36:57.182Z,001100658121,1
2023-03-17T12:36:57.182Z,001101285781,1
2023-03-17T12:36:57.182Z,001100158950,1
2023-03-17T12:36:57.182Z,001100699998,1
2023-03-17T12:36:57.182Z,001101333169,1
2023-03-17T12:36:57.182Z,001101898773,1
2023-03-17T12:36:57.182Z,001100550381,1
2023-03-17T12:36:57.182Z,001102387865,1
2023-03-17T12:36:57.182Z,001101276934,1
2023-03-17T12:36:57.182Z,001100220513,1
2023-03-17T12:36:57.182Z,001101285989,1
2023-03-17T12:36:57.182Z,001101246839,1
2023-03-17T12:36:57.182Z,001101542887,1
2023-03-17T12:36:57.182Z,001000005174,1
2023-03-17T12:36:57.182Z,001101728942,1
2023-03-17T12:36:57.182Z,001100984774,1
2023-03-17T12:36:57.182Z,001103017229,1
2023-03-17T12:36:57.182Z,001102628008,1
2023-03-17T12:36:57.182Z,001101898477,1
2023-03-17T12:36:57.182Z,001101531346,1
2023-03-17T12:36:57.182Z,001100365576,1
2023-03-17T12:36:57.182Z,001102644975,1
2023-03-17T12:36:57.182Z,001103322751,1
2023-03-17T12:36:57.182Z,001101439906,1
2023-03-17T12:36:57.182Z,001100440846,1
2023-03-17T12:36:57.182Z,001101407481,1
2023-03-17T12:36:57.182Z,001101702972,1
2023-03-17T12:36:57.182Z,001101369266,1
2023-03-17T12:36:57.182Z,001103017024,1
2023-03-17T12:36:57.182Z,001100723679,1
2023-03-17T12:36:57.182Z,001101247744,1
