FechaExtraccion,CuentaContrato,Categoria
2023-03-17T12:36:57.182Z,001103418696,1
2023-03-17T12:36:57.182Z,001100054547,1
2023-03-17T12:36:57.182Z,001100855560,1
2023-03-17T12:36:57.182Z,001101871841,1
2023-03-17T12:36:57.182Z,001102423527,1
2023-03-17T12:36:57.182Z,991100040350,1
2023-03-17T12:36:57.182Z,001101222072,1
2023-03-17T12:36:57.182Z,001101841440,1
2023-03-17T12:36:57.182Z,001102878242,1
2023-03-17T12:36:57.182Z,001100929450,1
2023-03-17T12:36:57.182Z,001102245838,1
2023-03-17T12:36:57.182Z,001103413546,1
2023-03-17T12:36:57.182Z,001000256091,1
2023-03-17T12:36:57.182Z,001100701031,1
2023-03-17T12:36:57.182Z,001100540049,1
2023-03-17T12:36:57.182Z,001102570349,0
2023-03-17T12:36:57.182Z,001100773042,1
2023-03-17T12:36:57.182Z,001102891376,1
2023-03-17T12:36:57.182Z,001000141074,1
2023-03-17T12:36:57.182Z,001101288465,1
2023-03-17T12:36:57.182Z,001101370866,1
2023-03-17T12:36:57.182Z,001100581254,1
2023-03-17T12:36:57.182Z,001101760698,1
2023-03-17T12:36:57.182Z,001000161511,1
2023-03-17T12:36:57.182Z,001100347869,1
2023-03-17T12:36:57.182Z,001101963927,1
2023-03-17T12:36:57.182Z,001103002016,1
2023-03-17T12:36:57.182Z,001103098442,1
2023-03-17T12:36:57.182Z,001102774256,1
2023-03-17T12:36:57.182Z,001102706387,1
2023-03-17T12:36:57.182Z,001100911152,1
2023-03-17T12:36:57.182Z,001103030156,1
2023-03-17T12:36:57.182Z,001101307941,1
2023-03-17T12:36:57.182Z,001101085778,1
2023-03-17T12:36:57.182Z,001102717122,1
2023-03-17T12:36:57.182Z,001102297712,1
2023-03-17T12:36:57.182Z,001102060468,1
2023-03-17T12:36:57.182Z,001000171672,1
2023-03-17T12:36:57.182Z,001000111611,1
2023-03-17T12:36:57.182Z,001101700622,1
2023-03-17T12:36:57.182Z,001103186241,1
2023-03-17T12:36:57.182Z,001100107411,1
2023-03-17T12:36:57.182Z,001100688580,1
2023-03-17T12:36:57.182Z,001101906747,1
2023-03-17T12:36:57.182Z,001103357322,1
2023-03-17T12:36:57.182Z,001000174152,1
2023-03-17T12:36:57.182Z,001102973172,1
2023-03-17T12:36:57.182Z,001101147944,1
2023-03-17T12:36:57.182Z,001102393907,1
2023-03-17T12:36:57.182Z,001100402390,1
2023-03-17T12:36:57.182Z,001103097108,1
2023-03-17T12:36:57.182Z,001102785703,1
2023-03-17T12:36:57.182Z,001101590082,1
2023-03-17T12:36:57.182Z,001102393700,1
2023-03-17T12:36:57.182Z,001101384911,1
2023-03-17T12:36:57.182Z,001101362446,1
2023-03-17T12:36:57.182Z,001100343404,1
2023-03-17T12:36:57.182Z,001103257693,1
2023-03-17T12:36:57.182Z,001102460485,1
2023-03-17T12:36:57.182Z,001100972250,1
2023-03-17T12:36:57.182Z,001103301813,3
2023-03-17T12:36:57.182Z,001100920841,1
2023-03-17T12:36:57.182Z,001102467333,1
2023-03-17T12:36:57.182Z,001103156645,1
2023-03-17T12:36:57.182Z,001101752111,1
2023-03-17T12:36:57.182Z,001101490539,1
2023-03-17T12:36:57.182Z,001100402894,1
2023-03-17T12:36:57.182Z,001100643981,1
2023-03-17T12:36:57.182Z,001100696551,1
2023-03-17T12:36:57.182Z,001100155188,1
2023-03-17T12:36:57.182Z,001101370906,1
2023-03-17T12:36:57.182Z,001101771727,1
2023-03-17T12:36:57.182Z,001100884165,1
2023-03-17T12:36:57.182Z,001102647237,1
2023-03-17T12:36:57.182Z,001100453461,1
2023-03-17T12:36:57.182Z,001101037206,1
2023-03-17T12:36:57.182Z,001100427992,1
2023-03-17T12:36:57.182Z,001100427797,1
2023-03-17T12:36:57.182Z,001103026499,1
2023-03-17T12:36:57.182Z,001102451016,1
2023-03-17T12:36:57.182Z,001101042562,1
2023-03-17T12:36:57.182Z,001103371173,1
2023-03-17T12:36:57.182Z,001102431511,1
2023-03-17T12:36:57.182Z,001102278167,1
2023-03-17T12:36:57.182Z,001101754958,1
2023-03-17T12:36:57.182Z,001101321741,1
2023-03-17T12:36:57.182Z,001101729988,1
2023-03-17T12:36:57.182Z,001000356015,1
2023-03-17T12:36:57.182Z,001000166672,1
2023-03-17T12:36:57.182Z,001102298567,1
2023-03-17T12:36:57.182Z,001102349476,1
2023-03-17T12:36:57.182Z,001103242977,1
2023-03-17T12:36:57.182Z,001102325821,1
2023-03-17T12:36:57.182Z,001102534831,1
2023-03-17T12:36:57.182Z,001000116472,1
2023-03-17T12:36:57.182Z,001101219099,1
2023-03-17T12:36:57.182Z,001102399271,1
2023-03-17T12:36:57.182Z,001103043620,1
2023-03-17T12:36:57.182Z,001101331000,1
2023-03-17T12:36:57.182Z,001101087806,1
2023-03-17T12:36:57.182Z,001000161991,1
2023-03-17T12:36:57.182Z,001103273736,1
2023-03-17T12:36:57.182Z,001101477146,1
2023-03-17T12:36:57.182Z,001101041510,1
2023-03-17T12:36:57.182Z,001100050877,1
2023-03-17T12:36:57.182Z,001101332886,1
2023-03-17T12:36:57.182Z,001103384273,1
2023-03-17T12:36:57.182Z,001000094341,1
2023-03-17T12:36:57.182Z,001103384075,1
2023-03-17T12:36:57.182Z,001102006125,1
2023-03-17T12:36:57.182Z,001100057540,1
2023-03-17T12:36:57.182Z,001102238010,1
2023-03-17T12:36:57.182Z,001102011756,1
2023-03-17T12:36:57.182Z,001100757385,1
2023-03-17T12:36:57.182Z,001102590088,1
2023-03-17T12:36:57.182Z,001100757880,1
2023-03-17T12:36:57.182Z,001102910998,1
2023-03-17T12:36:57.182Z,001102999600,0
2023-03-17T12:36:57.182Z,001102521739,1
2023-03-17T12:36:57.182Z,001100001500,1
2023-03-17T12:36:57.182Z,001100787788,1
2023-03-17T12:36:57.182Z,001100712633,1
2023-03-17T12:36:57.182Z,001102199913,1
2023-03-17T12:36:57.182Z,001103284751,1
2023-03-17T12:36:57.182Z,001100495990,1
2023-03-17T12:36:57.182Z,001101772508,1
2023-03-17T12:36:57.182Z,001000254160,1
2023-03-17T12:36:57.182Z,001103163565,1
2023-03-17T12:36:57.182Z,001102445595,1
2023-03-17T12:36:57.182Z,001100445199,1
2023-03-17T12:36:57.182Z,001101066830,1
2023-03-17T12:36:57.182Z,001100056548,1
2023-03-17T12:36:57.182Z,001103076324,1
2023-03-17T12:36:57.182Z,001102356983,1
2023-03-17T12:36:57.182Z,001101663562,1
2023-03-17T12:36:57.182Z,001101661457,1
2023-03-17T12:36:57.182Z,001102414024,1
2023-03-17T12:36:57.182Z,001100795613,1
2023-03-17T12:36:57.182Z,001000061951,1
2023-03-17T12:36:57.182Z,001103041657,1
2023-03-17T12:36:57.182Z,001101397324,1
2023-03-17T12:36:57.182Z,001102434732,1
2023-03-17T12:36:57.182Z,001102324676,1
2023-03-17T12:36:57.182Z,001102495699,1
2023-03-17T12:36:57.182Z,001100475095,1
2023-03-17T12:36:57.182Z,001100770748,1
2023-03-17T12:36:57.182Z,001101978765,1
2023-03-17T12:36:57.182Z,001100457671,1
2023-03-17T12:36:57.182Z,001100556588,1
2023-03-17T12:36:57.182Z,001102560670,1
2023-03-17T12:36:57.182Z,001000144293,3
2023-03-17T12:36:57.182Z,001100022979,1
2023-03-17T12:36:57.182Z,001103144393,1
2023-03-17T12:36:57.182Z,001101018450,1
2023-03-17T12:36:57.182Z,001102362293,1
2023-03-17T12:36:57.182Z,001101310696,1
