"Data Source","World Development Indicators",

"Last Updated Date","2024-02-21",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Aruba","ABW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59197006924308","3.10843920500336","3.96254301219474","5.76986990463084","5.61485981621823","3.82233511678332","5.30031405765243","6.28797536126895","3.37583749127457","3.25948642303557","3.70423775271973","6.59295050184228","2.19006066092493","1.03610081218966","-2.83550335533182","4.43468939827021","3.04904578292813","2.80990887653783","5.06749926717254","3.48434551615591","5.16689346197201","4.26244848286133","1.70328120785076","-1.22340765264674","4.00567327037724","0.18403295551137","-1.99594777582462","3.95889688777424","6.83128664643071","-1.00279885590653","-3.17816668345499","3.47754670540037","6.09420808167786","-0.871325436902524","-4.99016807951267","3.41284225233898",
"Africa Eastern and Southern","AFE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","1.93394652607388","0.599020608106841","3.00393350819306","3.90597769120897","3.43233565657341","4.12004653533484","2.03924607417171","3.39737536562789","5.36187983493693","4.69053537939482","4.12617422780368","10.4514484041189","12.2244749029127","13.9445149904329","12.0995855536019","10.1095397022797","10.2564839551274","10.751800603052","15.1807299323366","22.0265651545418","10.8530772679157","7.69747177597071","11.5568417279521","11.1505445547794","16.1443312605572","13.5092841878993","11.7357835170852","20.0811009249169","14.7982343633475","11.9263048389071","12.5319618961838","14.2531376730968","13.3768641263433","10.970426743749","12.8165184306106","14.4531114060499","9.0189407458556","8.78570685152494","8.00681329656179","11.1173058824862","8.62998398922237","9.3734028459513","8.11271175829508","9.83959058912544","7.47736867073282","8.48162158913014","8.25957019749005","11.4630399672945","8.6630418315964","6.12843243160444","10.0650129672316","6.46778486026705","5.84411140067347","5.40116408445864","5.54529642817306","7.00282332300992","5.21743086575368","4.32175652594989","4.44437946436456","4.790191838809","5.5355212940521","8.38818298497129",
"Afghanistan","AFG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.655238211175","11.271432071264","10.9127735539374","7.1997512890801","22.52775619979","2.09628874882866","-2.1634044278301","3.8146303170911","16.5933467311627","7.30175647136646","4.82278547931627","0.566944540816209","2.44756300204629","-2.19752646590605","2.40365618844326","2.07134857890898","6.52147984507833","6.96294625680247","2.83899625081041","",
"Africa Western and Central","AFW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","3.33614829236798","2.43266332710795","3.01391715577817","2.906177950873","2.75243171318678","4.14307892070862","1.28037535067494","2.03146493895743","4.83856099609645","3.71045521228307","4.18919648768647","5.14581077272575","7.19899600572515","13.4226391288569","8.58677208918515","12.0547725634684","11.043108303528","7.66739154644659","11.1739395324355","11.9782490167997","10.6252870249993","13.8205590460171","9.92793639852341","11.315050030616","5.29721350555086","0.0204677933814637","1.68456342698155","3.40855660018133","3.58485904083881","6.66894186986168","3.0734989661165","0.738816824028547","2.37832182418319","25.0620437520758","7.68083409226116","6.90729366487193","3.66750917412438","5.38736139065696","7.61207827777595","5.2898048599024","4.31995749994334","2.24006068269421","1.71882163202884","5.68195133906449","6.6889339462895","4.64332213979795","5.57187926401995","9.11699967501012","1.48940427014475","5.00466529801282","8.78983943476482","4.73009483577319","1.55401804733163","0.562830554201483","1.91155941587398","1.736323129284","1.7591057757006","3.47907177575573","1.45278340946335","1.56736607404767","6.4549131978739","8.04696158356205",
"Angola","AGO","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.1003061669614","0","0.0127635583866379","0.0011881098994877","19.0352057407944","-9.01306191994358","9.8233113499663","2.21377444948736","16.2796626853837","14.0074398272592","106.309982268478","476.51575086326","917.783468411763","2175.97895508759","1825.49514900731","4800.53164415744","95.4530221791129","39.3593483252693","557.501113091215","418.018991534099","106.352125501451","196.984099399931","93.9265669067308","33.4435947900255","42.3742492617284","17.1156651448542","4.30843221207182","19.3657735558326","-16.7621402901592","32.2704691224412","31.7714601558986","7.25574990943825","2.83972412637765","3.56088477205805","-3.51838534598478","21.7743125582849","22.6144365241349","28.1670932554891","19.1870038271785","10.7631052824799","38.8237218374918","16.3053832377568",
"Albania","ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.13957198618188","-0.0177190996205354","-0.0167551716364898","-0.0283602576437829","0.35122234783789","-2.41730042881588","-0.000306092920837386","-0.00057857927218663","0.0036791601611128","-0.431368812605911","35.5142469575829","232.984658866956","125.650814219817","35.8424752083078","9.9706626786687","38.1720581994814","11.2396444802125","6.73085990507577","2.10284998886902","5.6474714679938","3.81085737408868","3.6474762708812","5.19863530307683","3.15236892537025","3.30681814689954","2.47818888688769","4.3867093833438","4.11708542559394","2.41833605890835","4.49314320031891","2.31474379699794","1.04271460643407","0.288745964127756","1.54991706986272","0.563991350160876","-0.632653419095547","1.45073158124514","1.47295348748196","1.25702482876329","0.696542442312051","3.45443198973012","9.86601343108215",
"Andorra","AND","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.84587099183875","8.51807771346922","11.8494338560781","15.9452012982009","16.7817954074984","16.4898572156615","23.3830925565265","20.6310414051034","16.9316890728162","13.3548138415481","12.3511732151061","13.5823498320276","11.8842352506624","10.8647343748366","8.59546375990811","10.8788152586437","5.94419880985619","5.93612498887575","6.89620714121754","7.32624365834135","6.93514836160884","6.71076896051142","4.53723214675858","3.87985832158631","4.93312104936552","0.797177729321263","2.22816030666122","1.49955384331271","2.73197952535102","28.7415528975991","3.08053517916559","3.23953176987777","3.17748421556476","3.04242399802695","3.39610212995052","3.45718408670396","3.21122734131436","2.27433831984322","0.132136132405464","0.374313758110119","0.196764152031051","0.174556905779482","0.448492200194735","-0.0840193165570753","0.660588959137868","0.347795381575793","1.13650934319639","1.01247848005298","1.37475350829189","1.11378607410401","2.55955652556359","4.21307637714531",
"Arab World","ARB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","1.11297594221125","3.46769842542915","6.56187254978499","2.88672356635449","11.3940363041529","24.3947260867885","5.91402210987908","8.88889261239801","9.79471491224135","8.41721327900058","13.9878379189218","14.8820201167283","11.4107480094767","6.52970585465911","7.2557987701384","6.9812027481691","4.97252640228388","7.26025166616866","8.84202042232293","5.38319482790951","8.70341450565222","14.8265593033849","7.98205133796493","5.71674375897769","4.69134337171741","7.87371706042556","6.6783125756703","5.06481957781121","3.10844199104935","-1.92440064215164","6.62677859775942","10.442344704719","0.694216156990898","3.97074773282307","5.01623968501226","11.0237842199638","15.3553047968312","9.82160530064115","8.34975631461835","16.479240691772","-5.74274652986895","12.1498334147802","14.2896432140248","4.67076794931934","1.50620975904638","0.525241312188221","-2.11493646984442","1.1239531758894","5.25294928073931","7.34103498470654","2.34669869857687","0.406043178192824","13.2697427792509","13.2415371739554",
"United Arab Emirates","ARE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","11.7743313549636","5.25575609125781","-3.66111149543974","7.05102054449324","9.51597603475082","7.05448398235433","1.31286872877219","-3.61801721852338","-6.09746718633868","0.740532889900194","-1.69848529741974","3.68558480261687","2.38104573165347","1.75127660936027","3.33590049399264","0.810848724715513","1.80682611993997","1.27803630532665","-0.262474922298239","3.90747975417074","5.77304390654227","-0.952300705805669","-4.25444532085108","8.44337745491748","11.4595357967841","-2.3493076717167","3.770839548802","4.07240679607594","8.50142205935698","16.5263069319227","11.962149282257","12.5339606710302","18.5333530817246","-15.1829798840051","16.5278863642259","13.1672193765795","4.67972511760814","-0.94932531950414","-0.668049355939203","-16.2670060316676","-5.52947860546242","4.98621314114183","7.93674803487896","-3.19440940863002","-12.0313052945464","13.8437703394455","13.2415371739554",
"Argentina","ARG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","20.3106975290508","28.8718416496811","25.5911543466798","28.7746173194355","21.2329349264853","25.603462425178","29.0182629355813","10.2753105598205","7.79583003393792","6.46787463920629","31.2710638842292","64.2447859149364","65.535287370144","30.630441370412","197.697364543187","438.322779739816","159.42717769645","161.372172004157","147.377044034473","95.7904246128352","105.276366380064","194.535299663443","380.158528521919","611.196303891913","607.447497830085","77.2922366864133","127.539918059086","381.24634440952","3046.09115201119","2078.31681806978","140.502378661012","16.0719935356945","-3.56109557576575","2.84933971509302","3.16512339016516","-0.0523754965904146","-0.46391313116429","-1.70527962400085","-1.83655839220664","1.03728710073175","-1.09576771833679","30.555204053903","10.4957030215496","18.3633542492033","10.3175111982406","13.7410524859152","14.9399250245835","23.1711649813124","15.3776493708921","20.915124272047","23.7034721839593","22.3148806733049","23.9487984162746","40.2829716315506","26.5799916024707","41.1193799882279","26.0063792819079","42.0336689575031","49.1955790596612","40.0830878011993","53.8404499043736","69.4712395512144",
